1	698 804 848 912 
447	594 
698	1 179 267 353 472 578 718 720 804 848 912 
714	
804	1 44 179 195 221 264 267 353 399 472 578 698 718 720 848 912 
848	1 44 179 195 264 353 399 472 578 698 718 720 804 912 
890	241 486 603 695 
912	1 44 179 195 221 264 267 353 399 472 578 698 718 720 804 848 
2	
255	510 791 907 
451	2 216 470 474 475 
793	
797	165 311 315 340 624 627 630 692 885 915 937 
802	259 432 500 547 588 615 667 710 764 832 951 954 956 975 984 
883	122 332 338 341 533 570 606 663 786 817 820 824 
917	35 93 97 123 153 157 305 484 548 613 653 785 831 
3	112 133 294 369 647 
112	3 133 294 369 
133	3 112 294 369 
294	3 112 133 369 
349	479 622 
369	3 112 133 294 647 
531	368 900 
647	3 369 
4	120 204 219 
120	4 763 
204	4 10 219 317 
219	4 10 204 317 
364	676 836 850 867 971 973 989 
459	450 519 798 841 850 971 973 
838	4 204 317 
955	4 10 120 219 317 890 
5	325 701 879 941 
325	5 426 701 879 884 941 
701	5 162 263 325 426 577 879 884 941 
818	427 657 821 957 
879	5 263 293 325 426 446 577 651 701 884 941 
897	57 266 465 473 535 628 631 633 725 808 828 835 864 892 914 932 953 
941	5 162 293 325 426 446 577 651 701 879 884 
970	89 156 363 428 
6	895 
17	361 
544	215 238 245 274 301 322 392 
610	6 84 279 283 468 
825	6 69 208 260 415 462 524 537 567 621 
872	229 284 324 395 458 492 591 688 744 782 854 906 913 934 949 960 967 999 
895	129 166 228 
940	158 184 276 342 
7	
445	192 256 634 691 719 833 911 
645	572 585 598 708 795 826 860 862 985 
706	13 217 391 755 778 780 870 902 961 976 
764	500 547 615 667 802 832 951 954 956 975 984 
798	388 423 459 493 576 730 841 850 867 869 971 973 989 
974	83 148 296 331 358 455 532 536 543 545 636 680 703 704 713 736 927 947 965 982 
1000	53 372 389 404 422 600 686 748 847 899 923 945 996 
8	185 819 822 856 
185	8 250 552 559 
620	487 677 
767	51 108 230 350 425 443 564 834 871 908 916 920 935 972 977 
819	8 103 297 381 390 528 552 559 583 655 822 856 
822	8 77 103 250 381 552 559 583 655 723 819 856 
856	8 76 77 103 250 297 381 390 528 559 583 655 723 819 822 
9	483 
483	9 517 525 
757	164 348 378 461 758 
826	249 373 598 629 645 708 731 739 783 795 860 862 985 
932	136 145 465 473 628 631 633 668 725 808 828 835 864 892 897 914 953 
10	204 219 317 
317	10 204 219 
453	615 710 832 951 954 975 984 
763	174 375 905 
809	286 320 448 506 608 705 843 950 
11	147 517 
147	11 129 166 517 525 
332	663 786 817 820 824 883 
517	11 129 147 166 228 483 525 
801	32 42 169 357 382 393 398 411 478 551 590 792 
816	80 115 258 414 518 561 707 745 796 
909	215 238 274 322 544 
988	65 514 553 741 747 812 
12	539 727 840 878 
539	563 619 727 760 840 878 
571	377 498 673 687 753 788 815 888 969 
699	589 625 637 690 765 839 844 881 931 987 
708	167 181 467 509 572 645 731 795 826 860 862 880 
727	12 334 481 539 563 619 623 752 760 840 878 
840	12 334 437 481 539 563 619 623 727 752 760 878 
878	12 334 437 481 539 563 619 623 727 752 760 840 
13	55 706 780 961 976 
55	13 870 873 961 976 
124	683 842 924 
780	13 159 182 233 391 706 755 778 870 873 902 961 976 
911	58 128 192 237 251 256 441 445 634 691 719 833 
961	13 55 126 131 159 217 233 346 391 706 755 778 780 870 873 902 976 
976	13 55 126 131 182 217 233 346 391 706 755 778 780 870 873 902 961 
14	903 964 986 992 994 
494	93 484 613 653 785 
903	14 138 178 300 339 477 670 770 811 865 874 891 901 948 964 986 992 994 
964	14 23 96 138 178 300 339 477 670 770 811 865 874 891 901 903 948 986 992 994 
986	14 96 138 178 300 339 477 670 770 811 865 874 891 901 903 948 964 992 994 
990	279 283 468 610 
992	14 23 96 138 300 339 477 670 770 811 865 874 891 901 903 948 964 986 994 
994	14 23 138 178 300 339 477 670 770 811 865 874 891 901 903 948 964 986 992 
15	601 
342	104 158 184 276 
601	603 695 
829	160 246 309 375 530 643 762 772 845 
862	64 249 467 502 572 611 645 708 739 783 795 826 860 880 985 
933	225 290 558 612 733 
944	68 323 511 586 640 642 709 875 886 936 
953	145 266 473 535 562 628 631 668 725 808 828 835 864 892 897 914 932 
16	526 690 765 789 839 
76	528 552 559 856 
526	16 507 589 759 765 789 844 881 931 
690	16 471 507 589 625 699 839 844 881 931 987 
765	16 71 306 471 507 526 616 625 637 699 789 839 844 881 
789	16 114 306 370 460 471 507 526 637 765 839 844 881 931 987 
796	258 318 414 518 595 707 745 816 
839	16 287 370 460 507 589 616 625 690 699 759 765 789 844 881 931 987 
361	86 
515	17 
673	137 377 498 571 753 787 788 815 827 888 969 
791	17 52 116 218 255 416 510 907 
907	52 127 218 255 416 510 604 791 
18	275 549 556 
275	18 549 556 
549	18 275 556 962 
556	18 275 549 962 
633	57 535 668 725 835 864 892 897 914 932 
732	227 326 345 513 638 715 943 978 
962	18 275 549 556 
19	542 904 908 916 977 
542	19 328 569 871 904 920 935 972 977 
874	670 770 811 865 891 901 903 948 964 986 992 994 
886	323 511 586 640 642 709 875 936 944 
904	19 273 319 328 350 425 540 542 569 626 674 834 871 908 916 920 972 977 
908	19 105 273 350 457 516 540 569 767 834 871 904 916 935 972 977 
916	19 319 328 350 425 443 457 516 540 564 674 767 834 904 908 920 935 972 977 
977	19 51 105 108 230 319 350 425 443 457 516 542 564 626 674 767 834 871 904 908 916 920 935 972 
20	415 
368	410 531 607 716 900 
415	20 208 312 524 621 825 
518	258 318 414 707 796 816 
594	140 347 394 580 
735	496 582 657 693 722 821 957 
788	244 359 377 454 498 571 673 687 753 787 815 827 888 969 
906	81 229 324 395 458 492 512 591 688 744 782 854 872 913 934 949 960 999 
21	997 
24	638 660 943 978 
525	119 129 147 166 228 517 
651	98 162 263 426 446 577 879 884 941 
684	56 232 376 452 
981	31 49 132 141 212 417 466 490 618 654 729 776 781 823 
983	124 163 183 209 257 271 330 546 683 746 842 924 979 
997	21 82 206 436 469 587 
22	313 
313	22 110 226 424 
696	177 187 295 444 646 656 
925	54 202 321 354 396 521 555 573 574 614 679 728 814 898 919 
979	124 183 193 257 271 330 546 683 746 842 924 983 
23	901 948 964 992 994 
443	564 569 767 834 871 916 935 977 
901	23 96 178 339 477 670 770 811 865 874 891 903 948 964 986 992 994 
936	323 405 511 586 632 640 642 709 875 886 944 
948	23 96 138 178 300 339 477 670 770 811 865 874 891 901 903 964 986 992 994 
434	462 825 
638	24 227 326 660 702 715 732 943 978 
660	24 59 227 326 488 513 638 702 715 943 978 
850	143 303 364 423 459 493 519 576 676 678 730 798 836 841 867 869 971 973 989 
943	24 59 135 227 326 463 513 638 660 702 715 732 978 
978	24 59 100 135 175 227 326 345 463 488 513 638 660 702 715 732 943 
25	240 253 272 
240	25 253 272 952 980 
253	25 87 240 272 
272	25 87 240 253 
499	549 556 
540	230 569 626 871 904 908 916 920 935 972 
952	25 240 253 272 
980	25 46 87 240 253 272 480 483 682 952 
26	94 288 
94	26 288 
288	26 94 
406	170 733 
659	26 94 
923	53 372 389 404 422 600 686 748 847 899 945 996 1000 
27	
403	75 107 487 677 
827	244 359 454 498 673 687 753 787 788 815 888 969 
851	50 152 189 198 248 602 737 749 799 846 857 
894	48 262 385 419 421 648 877 993 
959	72 99 207 407 435 438 565 774 790 803 910 963 
987	71 114 171 306 370 471 507 589 616 625 637 690 699 759 789 839 844 881 931 
28	
105	834 908 935 972 977 
475	216 451 470 474 889 939 
686	600 748 847 899 923 945 996 1000 
758	63 125 348 378 461 757 
877	48 262 265 385 419 421 648 894 
29	836 841 867 971 989 
834	51 105 108 319 443 457 626 674 767 871 904 908 916 920 935 972 977 
836	29 364 388 503 519 676 678 730 850 867 869 971 973 989 
841	29 243 303 388 450 459 519 576 676 730 798 850 867 869 971 973 989 
867	29 149 243 268 364 450 493 503 576 678 730 798 836 841 850 869 971 973 989 
971	29 143 149 243 268 364 388 450 459 493 503 519 576 678 730 798 836 841 850 867 869 973 989 
989	29 143 149 243 268 303 364 388 423 450 503 519 676 678 730 798 836 841 850 867 869 971 973 
30	
785	93 123 157 305 484 494 548 653 831 917 
835	57 180 266 380 465 628 631 633 725 808 828 864 892 897 914 932 953 
31	132 729 781 823 981 
132	31 654 776 823 981 
404	748 847 899 923 945 996 1000 
528	76 297 552 583 723 819 856 
729	31 141 212 490 618 654 776 781 823 981 
781	31 141 417 490 618 654 729 776 823 981 
823	31 49 132 141 212 417 654 729 776 781 981 
32	398 590 792 801 
398	32 393 590 792 801 
590	32 169 398 411 551 792 801 
709	323 511 586 640 642 875 886 936 944 
792	32 169 357 382 393 398 411 478 551 590 801 
887	139 335 384 805 991 
975	74 172 259 289 432 453 500 547 588 615 667 710 764 802 832 954 956 984 
33	630 692 885 937 
630	33 340 529 624 692 797 885 915 937 
692	33 311 336 599 630 797 885 915 937 
777	945 996 1000 
885	33 165 176 311 315 340 599 624 627 630 692 797 915 937 
937	33 311 315 336 340 504 529 599 624 627 630 692 797 885 915 
993	132 212 618 729 781 823 981 
34	91 223 374 652 
91	34 211 374 652 
194	462 524 537 
223	34 211 374 652 
374	91 805 
652	34 91 211 223 374 
859	534 761 810 866 
938	34 211 223 374 652 
35	613 653 831 917 
613	35 97 113 153 484 494 548 831 917 
653	35 113 153 157 494 785 831 917 
831	35 93 97 157 305 548 613 653 785 917 
918	48 385 648 877 894 
954	74 259 289 432 453 500 547 588 615 667 710 764 802 832 951 956 975 984 
36	387 
