1	69 
2	5 7 18 47 51 
3	21 
4	3 
5	40 
6	32 35 36 49 67 
7	17 31 54 55 71 
8	63 
9	7 11 47 52 54 
10	3 
11	30 
12	34 
13	27 
14	74 
15	11 28 41 48 73 
16	72 
17	36 
18	33 
19	2 
20	10 35 38 50 70 
21	5 19 26 35 40 
22	5 16 19 34 73 
23	74 
24	32 
25	66 
26	61 
27	14 43 44 58 72 
28	14 18 32 52 63 
29	71 
30	7 8 14 27 32 
31	19 
32	53 
33	51 
34	22 
35	47 
36	1 11 40 60 74 
37	54 
38	4 
39	13 37 50 71 75 
40	39 
41	42 
42	53 
43	1 11 50 54 71 
44	69 
45	29 33 36 60 72 
46	29 
47	68 
48	14 
49	19 
50	43 
51	2 
52	36 
53	55 
54	75 
55	27 
56	26 
57	11 
58	8 
59	32 
60	36 53 60 61 70 
61	37 
62	22 54 64 65 74 
63	52 
64	54 
65	28 
66	60 
67	5 32 37 43 53 
68	5 11 13 29 41 
69	35 
70	8 14 55 64 69 
71	72 
72	58 
73	37 
74	17 
75	12 
76	63 
77	63 
78	24 
79	2 5 18 29 43 
80	10 
81	50 
82	64 
83	31 
84	67 
85	21 22 31 60 75 
86	60 
87	66 
88	27 36 38 40 53 
89	6 
90	2 11 24 55 57 
91	22 
92	19 24 25 27 55 
93	47 
94	61 
95	2 27 41 43 60 
96	74 
97	47 
98	36 41 46 50 54 
99	58 
100	32 
101	1 
102	17 27 58 63 71 
103	63 
104	27 48 54 65 76 
105	2 
106	24 
107	12 
108	2 
109	4 
110	57 
111	17 27 57 71 74 
112	21 
113	47 
114	72 
115	10 
116	6 36 53 60 70 
117	1 
118	28 
119	30 63 71 73 74 
120	3 
121	60 
122	76 
123	47 
124	5 
125	52 
126	27 
127	4 7 25 36 54 
128	8 
129	30 
130	31 
131	27 
132	19 
133	21 
134	10 42 43 47 70 
135	32 
136	11 
137	44 
138	74 
139	9 
140	1 31 38 46 74 
141	19 
142	76 
143	71 
144	13 
145	11 
146	39 
147	30 
148	31 
149	71 
150	57 
151	62 
152	43 
153	47 
154	2 17 41 50 56 
155	1 
156	6 
157	47 
158	48 
159	27 
160	73 
161	56 
162	40 
163	5 
164	52 
165	51 
166	30 
167	54 
168	1 11 59 62 73 
169	53 
170	23 
171	72 
172	17 31 35 45 51 
173	75 
174	59 
175	32 63 71 72 76 
176	51 
177	16 
178	74 
179	69 
180	11 
181	54 
182	27 
183	5 
184	48 
185	63 
186	20 
187	16 36 37 50 70 
188	56 
189	43 
190	25 27 40 68 74 
191	2 4 10 71 74 
192	8 
193	5 31 41 64 70 
194	35 
195	69 
196	42 
197	9 21 44 59 62 
198	43 
199	15 
200	4 17 25 40 41 
201	35 38 45 50 65 
202	75 
203	4 
204	3 
205	1 
206	64 
207	58 
208	35 
209	5 32 60 72 76 
210	24 
211	22 
212	19 
213	60 
214	56 
215	49 
216	18 
217	27 
218	36 
219	3 
220	24 
221	69 
222	17 32 44 54 56 
223	22 
224	59 
225	23 
226	57 
227	32 
228	30 
229	50 
230	2 
231	37 
232	26 
233	27 
234	2 31 34 51 54 
235	42 
236	39 
237	8 38 55 68 71 
238	49 
239	54 
240	66 
241	20 
242	24 
243	71 
244	44 
245	11 17 19 49 72 
246	73 
247	70 
248	43 
249	54 
250	63 
251	8 
252	65 
253	66 
254	42 
255	36 
256	8 
257	5 
258	10 
259	17 
260	35 
261	19 25 26 40 63 
262	14 
263	40 
264	69 
265	14 15 54 55 63 
266	11 
267	69 
268	71 
269	2 5 13 47 72 
270	42 
271	5 
272	66 
273	2 
274	49 
275	33 
276	48 
277	11 44 47 60 74 
278	1 
279	67 
280	15 
281	60 
282	23 
283	67 
284	50 
285	4 
286	46 
287	72 
288	17 61 70 71 75 
289	17 
290	23 
291	24 
292	31 
293	40 
294	21 
295	16 
296	31 
297	63 
298	2 17 23 33 34 
299	75 
300	74 
301	49 
302	24 27 32 36 54 
303	71 
304	4 
305	47 
306	72 
307	5 31 50 58 74 
308	1 
309	73 
310	2 15 25 27 43 
311	51 
312	35 
313	57 
314	1 
315	51 
316	8 16 47 58 70 
317	3 
318	10 
319	2 
320	46 
321	75 
322	49 
323	41 
324	50 
325	40 
326	32 
327	11 36 40 50 55 
328	2 
329	1 
330	5 
331	31 
332	7 
333	1 38 51 59 70 
334	34 
335	9 
336	51 
337	45 
338	7 
339	74 
340	51 
341	7 
342	48 
343	37 
344	62 
345	32 
346	27 
347	38 
348	52 
349	11 13 43 44 55 
350	2 
351	45 
352	1 
353	69 
354	75 
355	6 7 22 34 52 
356	60 
357	53 
358	31 
359	44 
360	11 14 19 32 41 
361	22 36 50 74 75 
362	7 8 25 46 71 
363	6 
364	71 
365	1 
366	1 
367	72 
368	70 
369	21 
370	72 
371	39 46 51 52 56 
372	55 
373	54 
374	22 
375	59 
376	26 
377	44 
378	52 
379	11 43 46 70 76 
380	4 11 40 46 63 
381	63 
382	53 
383	28 
384	1 9 34 41 54 
385	14 
386	5 31 32 58 63 
387	25 
388	71 
389	55 
390	63 
391	27 
392	49 
393	53 
394	31 38 44 71 72 
395	50 
396	75 
397	25 
398	53 
399	69 
400	28 
401	50 
402	15 
403	12 
404	55 
405	8 41 49 54 74 
406	10 23 36 61 70 
407	58 
408	39 
409	42 
410	70 
411	53 
412	6 12 32 50 57 
413	25 
414	10 
415	35 
416	36 
417	19 
418	2 9 10 47 69 
419	14 
420	25 26 27 51 60 
421	14 
422	55 
423	71 
424	57 
425	2 
426	40 
427	25 
428	6 
429	45 
430	28 
431	1 23 25 47 50 
432	17 
433	12 47 56 66 75 
434	35 44 55 58 73 
435	58 
436	64 
437	34 
438	58 
439	31 43 59 63 70 
440	5 15 51 62 70 
441	8 
442	24 
443	2 
444	16 
445	8 
446	40 
447	2 28 50 51 55 
448	46 
449	4 39 57 58 69 
450	71 
451	18 
452	26 
453	17 
454	44 
455	31 
456	1 7 41 58 74 
457	2 
458	50 
459	71 
460	72 
461	52 
462	35 
463	32 
464	56 
465	11 
466	17 19 32 43 62 
467	54 
468	67 
469	64 
470	18 
471	72 
472	69 
473	11 
474	18 
475	18 
476	54 
477	74 
478	53 
479	13 
480	29 
481	34 
482	40 54 63 69 70 
483	5 29 30 43 73 
484	47 
485	1 
486	20 
487	12 
488	32 
489	1 2 12 25 26 
490	19 
491	24 
492	50 
493	71 
494	47 
495	4 
496	25 
497	31 
498	44 
499	8 24 33 50 72 
500	17 
501	36 47 55 60 75 
502	54 
503	71 
504	51 
505	37 
506	46 
507	72 
508	42 
509	54 
510	36 
511	41 
512	50 
513	32 
514	28 
515	11 24 36 55 72 
516	2 
517	30 
518	10 
519	71 
520	6 17 46 51 54 
521	75 
522	42 
523	75 
524	35 
525	30 
526	72 
527	23 
528	63 
529	51 
530	73 
531	26 32 58 70 74 
532	31 
533	7 
534	24 
535	11 
536	31 
537	35 
538	1 
539	34 
540	2 
541	5 14 15 28 47 
542	2 
543	31 
544	49 
545	31 
546	5 
547	17 
548	47 
549	33 
550	8 17 51 59 64 
551	53 
552	63 
553	28 
554	56 
555	75 
556	33 
557	5 34 41 60 61 
558	17 23 58 67 71 
559	63 
560	2 5 34 51 72 
561	10 
562	11 
563	34 
564	2 
565	58 
566	4 
567	35 
568	9 19 58 63 69 
569	2 
570	7 
571	44 
572	54 
573	75 
574	75 
575	42 
576	71 
577	40 
578	69 
579	39 
580	38 
581	5 8 39 46 54 
582	25 
583	63 
584	25 33 40 42 51 
585	54 
586	41 
587	64 
588	17 
589	72 
590	53 
591	50 
592	60 
593	60 
594	38 
595	10 
596	8 12 41 73 74 
597	28 
598	54 
599	51 
600	55 
601	5 20 30 43 72 
602	43 
603	20 
604	26 36 51 72 75 
605	13 19 34 55 75 
