1	71 
2	1 
3	56 
4	9 20 43 53 61 67 75 
5	9 
6	27 
7	57 
8	52 
9	39 
10	57 
11	23 
12	48 
13	6 
14	17 
15	20 
16	56 
17	17 
18	2 4 9 27 56 68 74 
19	67 
20	57 
21	7 
22	17 
23	17 28 34 41 53 63 67 
24	12 
25	10 16 23 37 49 56 62 
26	74 
27	9 
28	64 
29	22 
30	16 
31	73 
32	4 
33	14 
34	6 
35	63 
36	35 
37	21 
38	60 
39	9 
40	20 
41	65 
42	11 13 27 48 52 64 67 
43	43 
44	69 
45	34 
46	55 
47	28 29 34 35 41 47 63 
48	72 
49	73 
50	25 
51	62 
52	4 
53	7 
54	17 
55	8 
56	7 
57	15 
58	63 
59	14 
60	7 
61	67 
62	74 
63	4 
64	59 
65	6 
66	45 
67	68 
68	5 
69	25 
70	16 
71	27 
72	16 
73	21 
74	23 
75	7 
76	14 
77	14 
78	43 
79	69 
80	9 
81	72 
82	27 
83	34 
84	55 
85	2 9 44 61 62 68 73 
86	30 
87	45 
88	17 
89	1 
90	34 
91	1 
92	20 
93	69 
94	37 
95	32 
96	73 
97	9 12 17 27 38 44 74 
98	75 
99	10 
100	67 
101	40 
102	61 
103	63 
104	7 16 35 44 56 59 68 
105	63 
106	72 
107	48 
108	74 
109	40 
110	70 
111	3 
112	71 
113	9 
114	59 
115	35 
116	36 
117	3 
118	53 
119	60 
120	11 
121	34 
122	73 
123	69 
124	60 
125	14 
126	5 
127	20 
128	20 
129	56 
130	11 
131	15 
132	18 
133	29 
134	10 
135	7 
136	49 
137	34 
138	74 
139	27 
140	44 
141	69 
142	39 
143	1 7 26 29 39 62 75 
144	40 
145	32 
146	48 
147	64 
148	23 
149	6 
150	44 
151	64 
152	54 
153	17 
154	68 
155	36 
156	36 
157	16 
158	56 
159	47 
160	50 
161	12 
162	46 
163	31 
164	9 
165	9 
166	28 
167	62 
168	67 
169	7 
170	34 
171	66 
172	26 
173	70 
174	39 
175	50 
176	25 
177	49 
178	9 14 17 23 34 39 65 
179	12 
180	27 
181	19 
182	9 
183	43 
184	49 
185	55 
186	3 5 9 14 48 53 56 
187	21 
188	2 
189	1 12 20 34 41 42 56 
190	17 
191	20 
192	2 
193	42 
194	39 
195	45 
196	1 7 17 39 46 55 56 
197	2 
198	43 
199	48 
200	12 
201	48 
202	31 
203	14 
204	9 
205	39 
206	40 
207	44 
208	2 
209	33 
210	40 
211	49 
212	25 
213	22 
214	70 
215	10 20 29 30 33 59 65 
216	6 
217	18 
218	72 
219	64 
220	54 
221	24 
222	14 
223	45 
224	33 
225	44 
226	35 
227	16 
228	53 
229	24 
230	68 
231	68 
232	5 
233	34 
234	63 
235	2 
236	67 
237	1 27 30 31 34 52 63 
238	62 
239	42 
240	37 
241	66 
242	71 
243	70 
244	37 
245	23 35 37 55 59 68 69 
246	32 
247	19 
248	71 
249	10 
250	16 
251	3 
252	12 
253	33 
254	58 
255	16 
256	6 13 16 23 34 56 63 
257	38 
258	48 
259	28 
260	7 12 17 34 35 37 39 
261	23 
262	27 
263	17 
264	18 
265	38 
266	5 
267	33 
268	37 
269	9 
270	16 
271	28 
272	50 
273	15 
274	63 
275	25 
276	3 
277	3 
278	68 
279	63 
280	39 
281	16 
282	34 
283	45 
284	16 
285	61 
286	8 
287	1 20 27 30 36 37 58 
288	58 
289	14 
290	73 
291	46 
292	72 
293	3 
294	16 
295	39 
296	44 
297	59 
298	24 
299	54 
300	18 
301	69 
302	10 20 27 34 38 39 45 
303	24 
304	9 14 17 35 59 67 68 
305	11 
306	12 
307	69 
308	23 
309	73 
310	59 
311	3 
312	28 
313	50 
314	31 
315	13 
316	9 
317	36 
318	5 
319	71 
320	20 
321	23 
322	25 
323	31 
324	75 
325	61 
326	67 
327	33 
328	39 
329	3 
330	44 
331	23 
332	52 
333	42 
334	7 14 24 29 36 44 66 
335	47 
336	58 
337	1 
338	37 
339	7 
340	60 
341	41 
342	32 
343	16 
344	10 
345	41 
346	8 13 23 41 49 53 56 
347	1 
348	12 22 42 52 53 69 73 
349	70 
350	69 
351	27 
352	19 
353	15 
354	2 
355	31 
356	74 
357	55 
358	34 
359	48 
360	10 
361	69 
362	11 
363	14 
364	6 
365	68 
366	20 
367	68 
368	75 
369	10 
370	74 
371	6 
372	9 
373	14 
374	73 
375	39 
376	44 
377	6 
378	51 
379	5 
380	58 
381	22 
382	61 
383	23 
384	44 
385	22 
386	52 
387	68 
388	17 
389	47 
390	39 
391	62 
392	14 
393	10 
394	68 
395	10 
396	17 
397	43 
398	43 
399	64 
400	72 
401	63 
402	17 
403	22 
404	61 
405	57 
406	31 
407	12 
408	7 14 26 49 53 59 61 
409	50 
410	24 
411	68 
412	1 4 7 20 27 28 52 
413	9 12 28 32 34 38 44 
414	38 
415	56 
416	7 16 20 35 52 63 74 
417	52 
418	34 
419	31 
420	7 
421	20 
422	43 
423	67 
424	17 
425	20 
426	29 
427	45 
428	65 
429	57 
430	17 22 27 37 44 58 61 
431	69 
432	1 
433	22 
434	5 
435	56 
436	34 
437	22 
438	61 
439	69 
440	73 
441	1 
442	69 
443	73 
444	63 
445	5 
446	56 
447	27 
448	61 
449	66 
450	56 
451	27 
452	8 
453	52 
454	7 
455	32 
456	59 
457	49 
458	50 
459	28 
460	19 
461	28 
462	34 
463	68 
464	75 
465	14 
466	6 39 45 47 56 63 68 
467	29 
468	70 
469	70 
470	41 
471	20 
472	34 
473	50 
474	17 
475	7 10 12 16 27 49 73 
476	59 
477	42 
478	3 4 7 10 37 42 56 
479	23 
480	7 
481	47 
482	20 
483	66 
484	7 13 32 44 54 59 61 
485	24 
486	69 
487	4 
488	22 
489	70 
490	61 
491	16 
492	59 
493	52 
494	54 
495	3 
496	16 
497	11 
498	49 
499	37 
500	43 
501	56 
502	39 
503	74 
504	16 
505	73 
506	5 6 31 37 45 69 74 
507	1 
508	47 
509	23 
510	42 
511	29 
512	12 
513	34 
514	19 
515	9 
516	44 
517	44 
518	17 19 22 34 38 67 72 
519	73 
520	59 
521	7 41 45 56 63 68 75 
522	16 
523	44 
524	56 
525	22 
526	45 
527	20 
528	5 
529	5 
530	44 
531	16 
532	29 
533	45 
534	28 
535	41 
536	16 
537	34 
538	73 
539	56 
540	7 
541	27 
542	68 
543	55 
544	72 
545	43 
546	72 
547	35 
548	58 
549	26 
550	55 
551	27 
552	18 19 26 41 49 56 61 
553	6 
554	6 
555	45 
556	61 
557	9 
558	12 
559	27 
560	14 
561	44 
562	16 
563	10 
564	14 
565	12 
566	47 
567	6 
568	30 
569	38 
570	16 
571	57 
572	69 
573	22 
574	20 
575	36 
576	28 
577	34 
578	56 
579	68 
580	58 
581	27 34 39 41 54 59 74 
582	44 
583	65 
584	48 
585	34 
586	49 
587	38 
588	19 
589	16 
590	16 27 44 59 64 68 69 
591	72 
592	1 
593	58 
594	23 
595	34 
596	67 
597	44 
598	2 
599	7 
600	61 
601	4 5 27 37 39 53 75 
602	47 
603	3 8 15 26 34 41 46 
604	34 
605	41 
606	1 
607	28 
608	34 
609	72 
610	6 15 17 47 61 65 67 
611	62 
612	60 
613	58 
614	12 
615	12 
616	12 
617	34 
618	59 
619	23 
620	74 
621	22 
622	14 
623	69 
624	30 
625	28 34 42 59 62 68 74 
626	60 
627	43 
628	23 
629	52 
630	22 
631	49 
632	69 
633	65 
634	26 
635	9 
636	43 
637	53 
638	59 
639	42 
640	19 
641	68 
642	34 
643	35 
644	65 
645	7 
646	75 
647	17 
648	1 
649	10 
650	49 
651	53 
652	3 10 14 16 31 34 36 
653	29 
654	45 
655	63 
656	69 
657	29 
658	69 
659	23 
660	53 
661	61 
662	61 
663	12 
664	27 
665	7 20 31 38 53 74 75 
666	48 
667	60 
668	45 
669	11 27 44 48 52 67 74 
670	22 
671	27 
672	36 
673	60 
674	31 
675	12 
676	19 
677	74 
678	12 
679	11 20 28 29 30 37 41 
680	58 
681	75 
682	39 
683	63 
684	3 
685	58 
686	73 
687	17 
688	31 
689	48 
690	26 
691	20 
692	65 
693	39 
694	69 
695	10 
696	49 
697	39 
698	27 29 41 60 61 66 67 
699	20 
700	34 
701	3 12 14 21 57 58 63 
702	16 
703	14 
704	27 
705	23 
706	29 
707	68 
708	1 6 9 10 14 34 45 
709	67 
710	61 
711	69 
712	4 
713	27 
714	4 9 23 26 44 56 60 
715	23 30 36 37 44 45 48 
716	17 
717	31 
718	37 
719	5 46 53 67 68 73 74 
720	5 
721	72 
722	55 
723	44 
724	53 
725	12 
726	27 
727	35 
728	72 
729	8 17 44 64 65 67 68 
730	48 
731	31 
732	14 
733	69 
734	67 
735	1 35 39 44 50 61 62 
736	52 
737	62 
738	74 
739	22 
740	17 
741	39 
