degree distribution (probability density function of the degree in logarithmic bins) 
6.98658	0.105146
8.4	0.119879
10.4348	0.0637265
12.75	0.0433328
15.8681	0.0274991
19.4615	0.0222452
23.7568	0.0146334
29.6042	0.00767844
36.7708	0.00621142
45.0606	0.00345447
50	0.000169362

degree distribution (degree-occurrences) 
6	0.002
7	0.147
8	0.126
9	0.084
10	0.078
11	0.06
12	0.054
13	0.037
14	0.025
15	0.039
16	0.025
17	0.027
18	0.027
19	0.02
20	0.019
21	0.025
22	0.018
23	0.017
24	0.016
25	0.011
26	0.012
27	0.006
28	0.007
29	0.012
30	0.005
31	0.011
32	0.007
33	0.004
34	0.004
35	0.008
36	0.008
37	0.004
38	0.005
39	0.009
40	0.006
41	0.003
42	0.002
43	0.008
44	0.002
45	0.002
46	0.003
47	0.007
48	0.003
49	0.003
50	0.002


--------------------------------------
community distribution (size-occurrences)
7	0.111111
8	0.031746
9	0.0952381
10	0.0634921
11	0.0634921
12	0.031746
13	0.015873
14	0.047619
15	0.031746
16	0.031746
17	0.047619
18	0.0634921
19	0.015873
20	0.031746
21	0.015873
23	0.015873
24	0.015873
25	0.015873
26	0.015873
28	0.015873
30	0.031746
31	0.015873
33	0.015873
34	0.031746
36	0.031746
38	0.015873
41	0.015873
42	0.015873
45	0.015873
47	0.015873
50	0.015873


--------------------------------------
mixing parameter
0.125	0.002
0.142857	0.004
0.1875	0.001
0.2	0.001
0.223932	0.025
0.25	0.092
0.265453	0.024
0.274889	0.089
0.291664	0.349
0.308943	0.134
0.319634	0.027
0.333396	0.14
0.359903	0.029
0.375	0.063
0.384615	0.001
0.4	0.002
0.429505	0.017

--------------------------------------
