1	354
1	371
1	420
1	576
1	612
1	901
1	912
2	577
2	653
2	731
2	741
2	947
2	968
2	981
3	251
3	670
3	793
3	810
3	827
3	979
3	980
4	562
4	651
4	898
4	905
4	956
4	963
4	965
5	568
5	698
5	719
5	783
5	864
5	871
5	930
6	155
6	194
6	225
6	240
6	405
6	604
6	855
7	675
7	714
7	724
7	755
7	914
7	928
7	982
8	121
8	692
8	751
8	797
8	826
8	909
8	938
9	543
9	596
9	622
9	800
9	917
9	979
9	991
10	334
10	455
10	666
10	694
10	774
10	795
10	816
11	219
11	682
11	811
11	884
11	886
11	897
11	968
12	96
12	115
12	132
12	281
12	756
12	826
12	845
13	421
13	808
13	943
13	947
13	971
13	981
13	994
14	236
14	600
14	746
14	795
14	816
14	909
14	957
15	268
15	466
15	666
15	752
15	895
15	908
15	925
16	414
16	524
16	529
16	787
16	806
16	812
16	857
17	47
17	116
17	349
17	366
17	438
17	750
17	844
18	634
18	900
18	936
18	958
18	972
18	980
18	998
19	27
19	97
19	181
19	308
19	322
19	746
19	967
20	449
20	471
20	528
20	580
20	736
20	837
20	901
21	640
21	875
21	896
21	920
21	952
21	978
21	993
22	765
22	796
22	881
22	930
22	935
22	945
22	950
23	456
23	692
23	931
23	956
23	964
23	973
23	997
24	66
24	128
24	166
24	298
24	314
24	650
24	801
25	418
25	749
25	764
25	793
25	810
25	827
25	992
26	31
26	297
26	372
26	394
26	600
26	683
26	805
27	19
27	97
27	308
27	322
27	586
27	805
27	880
28	200
28	242
28	243
28	505
28	582
28	799
28	802
29	270
29	461
29	715
29	767
29	904
29	907
29	938
30	414
30	424
30	445
30	522
30	566
30	587
30	658
31	26
31	193
31	362
31	372
31	600
31	746
31	805
32	175
32	410
32	611
32	745
32	838
32	953
32	983
33	176
33	251
33	685
33	792
33	819
33	901
33	995
34	648
34	848
34	877
34	913
34	929
34	941
34	955
35	270
35	430
35	522
35	900
35	908
35	938
35	984
36	592
36	689
36	708
36	833
36	861
36	967
36	990
37	155
37	171
37	194
37	228
37	240
37	740
37	896
38	76
38	136
38	199
38	211
38	316
38	683
38	966
39	364
39	418
39	494
39	576
39	584
39	804
39	951
40	81
40	969
40	971
40	975
40	988
40	994
40	996
41	112
41	486
41	561
41	606
41	632
41	727
41	908
42	801
42	944
42	959
42	974
42	988
42	994
42	996
43	68
43	111
43	113
43	224
43	226
43	239
43	581
44	583
44	807
44	838
44	854
44	891
44	943
44	952
45	110
45	216
45	306
45	467
45	475
45	826
45	981
46	308
46	569
46	752
46	895
46	908
46	928
46	974
47	17
47	181
47	349
47	366
47	426
47	438
47	468
48	148
48	322
48	431
48	470
48	481
48	722
48	882
49	271
49	837
49	918
49	948
49	957
49	967
49	969
50	154
50	415
50	439
50	468
50	673
50	801
50	879
51	529
51	599
51	608
51	647
51	787
51	806
51	863
52	110
52	208
52	475
52	606
52	789
52	826
52	981
53	135
53	165
53	238
53	427
53	537
53	924
53	958
54	58
54	218
54	612
54	661
54	675
54	748
54	797
55	485
55	543
55	596
55	622
55	623
55	763
55	979
56	386
56	755
56	891
56	969
56	977
56	982
56	1000
57	74
57	138
57	231
57	364
57	576
57	584
57	929
58	54
58	159
58	218
58	612
58	748
58	912
58	944
59	567
59	679
59	723
59	742
59	820
59	966
59	986
60	154
60	300
60	415
60	439
60	455
60	468
60	886
61	70
61	80
61	267
61	776
61	882
61	958
61	970
62	484
62	780
62	881
62	935
62	945
62	950
62	990
63	179
63	243
63	250
63	265
63	283
63	438
63	989
64	79
64	372
64	600
64	612
64	641
64	805
64	973
65	200
65	242
65	443
65	476
65	582
65	879
65	970
66	24
66	163
66	166
66	170
66	298
66	314
66	561
67	894
67	909
67	915
67	951
67	989
67	993
67	999
68	43
68	509
68	651
68	716
68	896
68	925
68	996
69	76
69	136
69	316
69	455
69	558
69	966
70	61
70	757
70	762
70	784
70	834
70	911
70	995
71	139
71	310
71	376
71	421
71	637
71	675
71	723
72	335
72	477
72	620
72	687
72	762
72	784
72	834
73	448
73	712
73	730
73	739
73	811
73	884
73	923
74	57
74	274
74	441
74	577
74	653
74	968
74	981
75	144
75	223
75	327
75	939
75	976
75	991
75	997
76	38
76	69
76	211
76	316
76	531
76	873
76	966
77	160
77	232
77	519
77	732
77	802
77	953
77	991
78	100
78	381
78	601
78	606
78	632
78	713
78	791
79	64
79	372
79	612
79	683
79	746
79	805
79	999
80	61
80	471
80	528
80	556
80	698
80	736
80	842
81	40
81	302
81	745
81	778
81	910
81	953
81	983
82	283
82	320
82	353
82	809
82	869
82	960
82	986
83	242
83	293
83	382
83	448
83	679
83	894
84	344
84	565
84	601
84	632
84	722
84	791
84	851
85	107
85	149
85	476
85	582
85	695
85	916
85	970
86	759
86	877
86	913
86	929
86	945
86	955
86	968
87	102
87	677
87	869
87	876
87	939
87	960
87	986
88	433
88	739
88	811
88	816
88	837
88	884
88	897
89	615
89	655
89	667
89	680
89	704
89	714
89	797
90	648
90	675
90	862
90	871
90	872
90	927
90	930
91	151
91	159
91	857
91	860
91	984
91	985
91	997
92	506
92	571
92	676
92	769
92	780
92	854
92	995
93	206
93	270
93	307
93	767
93	863
93	928
93	938
94	363
94	527
94	770
94	803
94	813
94	832
94	853
95	798
95	877
95	883
95	906
95	911
95	929
95	955
96	12
96	115
96	132
96	239
96	281
96	693
96	826
97	19
97	27
97	308
97	322
97	800
97	805
97	878
98	171
98	328
98	858
98	883
98	926
98	958
98	980
99	138
99	231
99	319
99	354
99	584
99	804
99	935
100	78
100	707
100	845
100	939
100	960
100	975
100	986
101	623
101	674
101	693
101	700
101	944
101	959
101	979
102	87
102	423
102	456
102	593
102	865
102	984
102	987
103	161
103	490
103	597
103	634
103	713
103	904
103	938
104	485
104	596
104	622
104	674
104	917
104	936
104	979
105	593
105	628
105	643
105	738
105	877
105	931
105	955
106	163
106	408
106	487
106	511
106	521
106	549
106	737
107	85
107	242
107	582
107	802
107	924
107	946
107	970
108	175
108	745
108	847
108	910
108	934
108	953
108	983
109	376
109	421
109	632
109	734
109	741
109	843
109	892
110	45
110	52
110	169
110	493
110	516
110	602
110	981
111	43
111	224
111	226
111	227
111	239
111	759
111	987
112	41
112	843
112	844
112	892
112	937
